2791034;940.0000;24770470
2314009;860.0000;24770471
3204008;4765.0000;24770472
1412058;606.0000;24770473
1801042;1954.0000;24770474
1751049;4182.0000;24770475
1431008;1210.0000;24770476
1281049;1210.0000;24770477
1851029;399.0000;24770478
1273027;1816.0000;24770479
1665015;600.0000;24770480
1664024;2000.0000;24770481
3152019;1210.0000;24770482
2664082;1816.0000;24770483
1413058;4500.0000;24770484
1032006;1210.0000;24770485
1586010;605.0000;24770486
3153024;304.0000;24770487
2397014;1000.0000;24770488
2121052;1210.0000;24770489
1443016;1000.0000;24770490
2476010;3000.0000;24770491
2476016;3000.0000;24770492
3681055;1210.0000;24770493
2711071;606.0000;24770494
1643006;1200.0000;24770495
3772019;1500.0000;24770496
1672049;3700.0000;24770497
1643005;665.0000;24770498
2322049;1210.0000;24770499
3081001;5000.0000;24770500
1582012;783.0000;24770501
2021054;2420.0000;24770502
2993020;840.0000;24770503
3161062;1630.0000;24770504
2813081;969.0000;24770505
1751088;157.0000;24770506
1892047;605.0000;24770507
1321071;605.0000;24770508
0301095;1816.0000;24770509
1192047;303.0000;24770510
0461073;568.0000;24770511
1911038;3100.0000;24770512
2692106;4410.0000;24770513
1193061;1400.0000;24770514
1921024;2000.0000;24770515
2473078;1469.0000;24770516
1183064;2800.0000;24770517
2498027;1634.0000;24770518
2333055;2950.0000;24770519
2172107;1200.0000;24770520
1751006;1271.0000;24770521
3891043;3027.0000;24770522
1111016;605.0000;24770523
2831092;1815.0000;24770524
0401021;1074.0000;24770525
2102001;1000.0000;24770526
3681015;363.0000;24770527
2661008;3000.0000;24770528
2341042;818.0000;24770529
1841154;3600.0000;24770530
2471049;1211.0000;24770531
1995005;2000.0000;24770532
2321017;606.0000;24770533
2498045;605.0000;24770534
2174059;1815.0000;24770535
3301040;605.0000;24770536
2474021;1700.0000;24770537
1792028;1210.0000;24770538
1723055;2421.0000;24770539
2711024;1181.0000;24770540
2692111;650.0000;24770541
2474016;606.0000;24770542
3361098;1200.0000;24770543
1403084;2200.0000;24770544
2172036;1210.0000;24770545
1792074;600.0000;24770546
1672018;605.0000;24770547
1971030;2294.0000;24770548
3073099;784.0000;24770549
1921129;605.0000;24770550
3167060;500.0000;24770551
1672012;2450.0000;24770552
2174041;606.0000;24770553
2823015;2939.0000;24770554
3362020;2400.0000;24770555
1971027;605.0000;24770556
0581052;730.0000;24770557
0471031;992.0000;24770558
1921002;1000.0000;24770559
1802017;1470.0000;24770560
2694010;1200.0000;24770561
1792017;606.0000;24770562
1131016;900.0000;24770563
3481020;2430.0000;24770564
1664032;3630.0000;24770565
2172010;500.0000;24770566
3481023;6220.0000;24770567
2172037;1332.0000;24770568
1665027;969.0000;24770569
2472054;605.0000;24770570
2174089;1816.0000;24770571
3671040;1500.0000;24770572
1665024;484.0000;24770573
1922021;605.0000;24770574
2322054;605.0000;24770575
2522039;907.0000;24770576
2791018;1200.0000;24770577
2711036;2600.0000;24770578
3167030;4000.0000;24770579
3921052;972.0000;24770580
3073049;606.0000;24770581
1243075;1083.0000;24770582
1861045;600.0000;24770583
2831063;1332.0000;24770584
1192032;605.0000;24770585
1645019;1800.0000;24770586
0401050;606.0000;24770587
1861072;600.0000;24770588
1551003;800.0000;24770589
1504006;2500.0000;24770590
1921120;2420.0000;24770591
0401046;606.0000;24770592
1551001;1800.0000;24770593
1413063;1500.0000;24770594
1921113;604.0000;24770595
0301025;1816.0000;24770596
3841061;3026.0000;24770597
2423013;600.0000;24770598
2396017;520.0000;24770599
0551047;1300.0000;24770600
0461075;605.0000;24770601
1841013;600.0000;24770602
2452054;1470.0000;24770603
2341022;1210.0000;24770604
2251086;700.0000;24770605
1504056;2370.0000;24770606
1644042;259.0000;24770607
1483055;600.0000;24770608
1542021;1484.0000;24770609
1921073;605.0000;24770610
1504045;1210.0000;24770611
2212026;303.0000;24770612
3681133;600.0000;24770613
0461062;1816.0000;24770614
1443075;790.0000;24770615
0402055;2940.0000;24770616
0311057;1200.0000;24770617
2794007;2000.0000;24770618
2472048;606.0000;24770619
3721022;605.0000;24770620
2791067;800.0000;24770621
3165035;605.0000;24770622
2441027;3026.0000;24770623
2202028;4409.0000;24770624
3142020;1210.0000;24770625
2651047;350.0000;24770626
2211031;1200.0000;24770627
1995024;1211.0000;24770628
3152053;266.0000;24770629
2711031;1114.0000;24770630
2522005;1000.0000;24770631
2711020;606.0000;24770632
2251080;1200.0000;24770633
3061013;5217.0000;24770634
2973031;22.0000;24770635
1332015;605.0000;24770636
2172079;1816.0000;24770637
1641065;1211.0000;24770638
2761020;1700.0000;24770639
1521067;605.0000;24770640
2312078;2041.0000;24770641
2651031;245.0000;24770642
2363123;605.0000;24770643
3362044;1211.0000;24770644
1114017;4211.0000;24770645
0291068;908.0000;24770646
2651038;1210.0000;24770647
1801097;1421.0000;24770648
1751016;1110.0000;24770649
1583061;200.0000;24770650
1821040;1013.0000;24770651
1243107;1210.0000;24770652
